Age,CityTier,DurationOfPitch,Occupation,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken
28,3,11,1,3,0,5,1,0,1,1,23463,0
44,1,11,2,4,1,3,0,0,1,2,18162,0
53,1,8,2,1,3,4,1,0,1,3,31598,0
49,1,11,3,3,4,3,1,0,3,0,21651,0
40,1,8,1,3,0,3,0,0,1,1,17345,0
,1,26,1,3,1,4,2,0,5,2,18420,0
33,3,,3,3,1,5,2,0,3,2,,0
34,3,,2,5,0,5,0,0,5,1,19759,0
30,3,22,3,3,0,3,2,0,3,1,20301,0
,1,15,2,3,0,3,0,0,4,1,18673,0
44,3,,3,3,3,3,3,0,4,3,19768,0
30,1,13,2,3,1,3,1,0,5,2,16274,0
57,1,6,2,1,0,3,1,0,3,1,19900,0
49,1,13,2,3,1,4,0,0,4,2,25466,0
34,1,21,3,3,0,5,0,0,4,1,32007,0
28,3,6,3,3,1,3,0,0,3,2,17909,1
29,3,19,3,3,0,4,2,0,3,1,20765,1
34,3,,2,4,0,4,1,1,5,1,19599,1
35,3,13,2,3,1,3,2,0,3,2,17404,0
24,1,15,3,3,1,5,0,1,3,2,18172,1
24,3,19,2,3,0,4,0,0,1,1,17033,0
44,1,8,2,3,1,3,0,1,1,2,25209,0
29,3,25,2,4,1,3,3,0,4,2,23620,0
30,2,6,3,3,3,3,3,0,1,3,17064,0
,1,10,3,3,4,3,1,1,4,0,,0
,1,10,1,4,0,4,2,0,1,1,,0
47,3,,2,3,4,3,0,1,5,0,19591,0
28,1,8,2,4,3,5,3,0,4,3,17561,1
28,1,6,2,4,4,3,0,0,4,0,16563,0
28,3,,2,3,3,5,3,0,3,3,19898,0
49,1,,2,4,1,5,2,0,3,2,19789,0
29,1,8,2,3,0,4,2,0,5,1,18180,0
28,1,35,1,5,3,4,0,0,1,3,21549,0
33,1,14,2,3,0,3,2,1,3,1,21388,0
32,1,16,3,3,4,3,2,0,1,0,26244,0
54,1,17,1,3,0,3,1,0,3,1,31032,0
29,1,6,3,4,0,5,1,0,3,1,17362,1
44,1,34,3,3,1,5,1,0,1,2,31328,0
39,1,12,2,3,1,4,1,0,3,2,23376,0
46,3,9,2,3,1,4,2,0,4,2,31606,0
35,1,22,1,4,0,4,1,0,1,1,23606,0
23,1,26,2,3,3,3,1,0,4,3,17272,0
40,1,15,3,3,1,5,1,0,1,2,17018,1
34,3,6,2,4,1,3,1,1,1,2,22083,0
,1,9,3,3,4,3,2,0,4,0,,1
50,1,28,1,5,0,3,1,1,1,1,29411,0
34,3,13,2,3,1,3,1,1,1,2,17308,0
42,1,,1,4,3,4,1,0,1,3,19841,0
37,1,,2,3,0,3,1,0,1,1,,0
29,1,14,2,5,1,5,1,0,1,2,24715,0
33,1,,2,4,0,4,2,0,1,1,,0
45,1,34,2,3,1,3,1,0,3,2,17132,0
42,1,8,2,3,0,3,1,1,3,1,25124,0
40,3,15,2,3,1,5,1,0,3,2,20473,0
33,1,34,2,3,1,3,1,1,1,2,20207,0
40,2,12,2,3,1,3,1,1,3,2,31437,0
24,1,27,3,4,0,5,2,0,3,1,17296,0
,1,14,1,3,3,3,1,1,3,3,,0
45,1,6,2,3,0,4,1,0,3,1,22441,0
35,3,34,1,4,3,3,1,0,4,3,17430,0
32,1,11,3,4,1,4,1,0,3,2,20878,0
36,3,8,1,3,1,3,1,1,3,2,17644,0
48,3,22,2,3,0,3,1,0,4,1,21439,0
29,1,15,3,1,0,3,2,0,5,1,17451,0
33,3,14,3,3,2,5,1,0,5,4,21392,0
30,3,6,2,4,1,5,1,0,4,2,24714,1
38,2,16,2,3,0,3,1,0,3,1,21077,0
35,1,6,2,4,1,5,1,0,1,2,17450,0
30,3,35,2,3,1,4,2,0,4,2,24250,0
35,1,8,2,3,1,5,3,1,1,2,17074,1
53,1,8,3,4,0,3,2,0,5,1,25169,1
38,1,,3,3,1,4,2,0,4,2,19855,1
,1,6,3,3,3,5,1,0,4,3,,0
48,1,21,2,3,1,5,1,0,1,2,17367,0
34,1,13,3,3,2,3,1,0,1,4,17972,0
55,3,32,1,4,0,3,1,0,3,1,34586,0
34,1,6,2,3,1,3,1,0,4,2,20484,0
26,1,9,2,3,2,3,2,0,3,4,17061,0
38,3,20,2,3,1,4,1,0,5,2,24924,0
,3,22,1,3,1,4,1,0,1,2,,0
36,3,6,2,3,1,3,1,0,1,2,21815,0
29,1,,1,3,0,5,1,1,3,1,19723,0
35,1,16,2,3,0,3,1,1,1,1,21142,0
39,3,12,2,1,4,3,2,0,4,0,23237,0
29,1,8,3,3,0,3,1,0,3,1,23853,0
50,3,5,2,3,0,3,1,1,5,1,34331,0
23,1,16,3,1,4,3,1,0,1,0,17073,0
36,1,12,2,1,0,5,1,1,4,1,20562,0
42,1,15,3,4,2,3,1,0,1,4,34613,0
,1,34,3,1,0,3,1,0,5,1,18407,0
34,1,16,3,4,1,3,2,0,4,2,20063,0
40,3,,2,3,1,5,2,0,3,2,19639,0
43,1,,2,1,1,4,1,0,5,2,19876,0
35,1,13,2,4,1,3,1,0,3,2,17690,0
46,3,6,2,1,0,5,1,0,4,1,32567,0
28,1,30,3,3,1,4,1,1,1,2,17408,1
22,1,32,2,4,0,3,1,1,3,1,17814,0
50,1,26,2,3,1,3,1,1,4,2,26245,0
32,1,11,3,1,1,3,1,0,5,2,18312,0
44,1,13,3,3,0,3,2,1,4,1,34049,0
30,1,13,3,4,0,4,2,0,5,1,17141,0
45,1,11,2,5,2,5,1,1,3,4,20769,0
45,3,,3,4,1,5,1,0,3,2,,0
31,3,8,2,3,3,5,1,0,1,3,20332,0
36,1,,2,3,1,3,1,1,1,2,19663,0
34,1,,2,1,1,3,1,0,4,2,19724,0
49,1,31,3,3,1,5,2,0,3,2,18211,0
39,1,16,2,3,1,5,1,0,5,2,20377,0
,1,25,3,4,3,5,1,0,1,3,,0
35,1,24,3,1,3,5,1,0,3,3,20208,0
28,1,33,3,5,0,5,1,0,4,1,20208,0
21,1,11,2,3,3,3,3,0,1,3,18117,0
18,3,9,2,3,1,3,1,1,5,2,16569,1
47,2,32,3,3,4,3,1,0,4,0,34658,0
39,1,9,3,4,1,3,1,0,4,2,18069,0
40,1,21,1,4,0,3,2,0,1,1,25435,0
,1,14,3,3,0,3,1,0,5,1,,0
37,1,25,3,3,0,3,2,0,1,1,20768,0
39,1,10,2,,0,3,2,0,3,1,20042,0
45,1,8,3,4,1,3,2,0,4,2,20770,0
38,1,8,2,4,3,3,1,1,5,3,22756,0
35,3,16,2,4,1,5,1,0,5,2,25306,1
,1,16,3,3,1,4,1,0,1,2,,0
40,1,22,2,3,4,3,1,1,4,0,22945,0
44,2,6,2,3,3,3,1,1,5,3,20743,0
48,1,10,3,4,0,3,2,0,5,1,30202,0
35,3,21,2,5,1,3,1,1,1,2,20440,1
,1,8,2,3,0,3,2,1,3,1,,0
,1,14,2,1,4,3,1,0,4,0,18517,0
27,1,8,2,3,1,3,1,0,3,2,17580,0
40,1,13,3,3,4,5,1,1,3,0,17166,1
29,3,16,2,4,4,3,1,0,4,0,20869,0
36,1,11,2,3,1,5,2,0,4,2,23008,0
25,1,8,2,1,1,3,1,0,1,2,20206,0
39,1,18,3,3,1,4,1,0,3,2,20295,0
49,1,28,3,3,1,4,1,0,4,2,31413,0
50,1,23,3,4,1,5,1,0,3,2,28269,0
20,3,8,2,3,1,3,1,0,4,2,17783,0
34,1,9,3,3,0,4,1,0,5,1,20433,0
36,1,13,3,3,0,4,2,0,1,1,17013,0
49,1,12,2,4,4,3,1,1,5,0,28966,0
36,1,,2,4,4,3,2,0,5,0,,0
36,1,9,2,1,3,5,3,0,1,3,21842,0
54,1,28,2,3,0,3,2,0,1,1,32426,0
43,1,21,2,4,1,3,1,0,3,2,32603,0
35,3,,2,3,1,3,1,1,3,2,19581,1
38,1,,2,3,0,3,1,0,5,1,19735,0
,3,11,3,4,0,4,2,1,5,1,,0
33,3,8,3,3,0,3,1,0,3,1,20505,0
32,1,8,3,3,3,4,1,0,4,3,20470,0
31,3,11,3,3,0,3,1,0,1,1,20476,0
49,1,22,2,3,0,5,2,1,1,1,17587,0
38,1,8,3,4,0,4,2,0,1,1,17440,0
47,3,8,1,1,0,4,1,0,1,1,30972,0
49,1,6,3,3,1,3,1,0,3,2,30379,0
41,3,29,3,3,3,3,1,1,3,3,22082,0
20,3,15,3,3,0,5,1,0,1,1,17728,0
33,3,22,3,3,1,3,1,1,1,2,20368,0
36,1,32,2,3,0,3,1,0,3,1,20347,0
44,2,6,2,3,0,3,1,1,3,1,18195,0
,1,14,2,4,3,3,1,1,4,3,,1
38,1,10,3,3,0,3,2,0,5,1,18306,0
53,1,30,3,1,1,3,1,0,3,2,22005,0
48,3,13,3,3,3,3,3,1,4,3,17655,1
32,1,8,3,3,0,4,1,0,3,1,16393,1
26,1,13,2,3,1,3,2,0,4,2,17570,0
,1,28,2,4,3,4,1,0,1,3,18537,0
,1,11,2,4,0,3,1,0,4,1,,0
60,1,6,2,5,4,3,1,0,5,0,25883,0
33,1,27,3,1,0,4,1,0,1,1,17028,0
37,3,6,1,5,4,3,2,0,1,0,24525,0
34,1,25,2,4,0,3,1,0,4,1,17929,0
23,3,13,2,3,0,3,1,1,1,1,17275,1
44,1,8,2,1,1,3,1,1,4,2,22879,0
35,1,8,2,,1,3,1,1,3,2,19930,0
43,3,8,3,3,0,3,1,1,3,1,22847,0
24,1,,2,1,1,3,2,0,1,2,,0
41,3,12,2,3,1,3,1,0,5,2,24241,0
29,1,15,2,3,0,3,1,0,5,1,17974,0
36,3,,3,3,1,3,1,0,4,2,19502,0
45,1,6,2,4,3,3,1,0,1,3,25748,0
24,2,28,3,5,1,3,1,0,1,2,16555,1
47,3,15,2,5,1,3,3,0,5,2,27936,1
26,1,23,3,5,0,3,2,0,3,1,17305,0
45,1,34,1,4,1,4,2,0,3,2,31704,0
,1,16,2,3,1,3,1,0,1,2,18433,0
,1,8,2,3,3,3,1,0,5,3,18477,0
41,2,10,3,5,2,4,2,0,5,4,21430,0
40,1,14,2,3,3,5,1,1,1,3,21516,0
,1,35,1,3,0,5,2,0,4,1,,0
46,1,19,3,3,0,4,1,0,4,1,20562,0
35,1,33,2,3,0,3,1,0,5,1,21883,0
30,1,22,1,3,1,3,1,0,1,2,17862,0
47,3,8,3,,0,4,2,0,1,1,19978,0
46,3,8,3,3,0,3,2,1,3,1,25368,0
36,3,19,2,4,1,5,3,1,1,2,21134,1
32,3,6,3,5,3,4,1,0,3,3,21735,1
23,1,10,3,3,0,4,1,0,3,1,18295,0
31,1,30,3,3,1,3,2,0,1,2,20238,0
39,1,6,3,3,1,3,2,1,5,2,21472,0
32,3,25,2,5,3,3,3,0,3,3,24610,0
40,3,13,3,3,0,4,1,0,4,1,34833,0
45,2,10,3,5,3,3,1,0,1,3,24756,0
30,1,8,1,,0,5,1,0,3,1,19968,0
24,2,16,2,3,1,3,1,0,4,2,17145,0
30,2,14,1,4,0,3,2,0,5,1,17180,1
31,3,11,3,3,1,3,1,0,5,2,23346,0
,1,14,1,3,0,3,1,0,4,1,18445,0
29,3,15,3,5,0,4,1,0,1,1,17760,1
29,1,6,3,1,2,3,1,1,3,4,21294,0
30,3,21,1,4,1,5,1,0,1,2,22140,0
34,1,8,2,1,0,3,1,1,1,1,17932,0
33,3,8,2,3,1,4,1,0,1,2,20147,0
49,3,,3,3,4,3,1,0,4,0,19507,0
33,3,22,2,3,0,5,2,1,5,1,23564,1
38,1,8,2,4,1,4,2,0,3,2,17468,0
31,3,22,3,3,0,3,2,0,5,1,23161,1
29,1,10,2,4,0,5,1,0,4,1,17109,0
30,1,22,3,1,0,3,1,0,1,1,20294,0
32,1,11,3,3,1,4,1,0,3,2,17718,0
38,1,24,1,5,3,3,1,1,5,3,20811,0
43,1,23,3,4,1,3,1,1,5,2,17437,1
42,1,18,3,3,2,4,1,0,1,4,17766,0
55,1,8,2,4,3,5,1,0,5,3,34038,0
33,1,10,3,3,0,4,1,0,1,1,18055,0
41,1,15,2,3,1,5,1,0,5,2,17289,0
,3,16,2,3,1,3,2,1,1,2,,0
53,1,6,2,4,0,3,1,1,1,1,27965,0
,2,8,2,3,0,3,1,0,1,1,18539,0
34,3,9,3,5,3,3,3,0,1,3,21029,0
21,3,13,2,3,1,4,3,0,5,2,17679,1
,1,12,2,4,0,3,1,0,3,1,18702,0
22,1,14,3,3,1,5,1,1,3,2,17398,1
31,3,35,3,4,1,3,1,0,3,2,20468,0
51,1,9,2,3,0,3,1,0,4,1,28116,0
,3,15,2,4,1,4,1,0,4,2,,0
46,1,8,3,3,1,3,2,1,1,2,34328,0
36,1,16,2,3,1,5,1,1,5,2,23321,0
44,1,6,2,3,0,4,2,1,3,1,17342,1
,2,14,2,3,1,4,3,0,3,2,,0
35,3,33,3,3,3,3,1,1,5,3,20813,1
33,1,14,3,1,3,5,3,0,3,3,18143,0
28,1,6,3,3,0,3,1,0,1,1,17044,0
39,1,16,3,3,1,3,1,0,3,2,28464,0
46,3,32,2,4,1,4,1,0,4,2,22991,0
,1,8,1,3,1,5,1,0,4,2,18377,0
42,1,19,3,1,4,5,1,0,4,0,20538,0
35,1,8,3,3,0,3,1,0,3,1,20762,0
38,2,8,2,3,3,4,1,0,3,3,17592,0
34,1,15,2,3,1,5,1,0,3,2,20346,1
,1,16,3,3,1,5,1,0,4,2,,1
,3,26,3,3,3,3,1,0,3,3,,0
43,1,15,3,3,0,3,1,0,3,1,17438,0
41,1,11,3,1,1,4,1,0,5,2,21870,0
41,3,10,3,3,1,3,2,1,1,2,25447,0
30,1,16,2,3,4,3,1,0,4,0,24667,0
26,2,26,3,3,0,4,2,1,3,1,17148,1
46,1,27,2,3,0,4,1,0,3,1,23926,1
40,1,6,2,3,0,3,1,0,3,1,21513,0
34,3,14,2,1,1,3,1,0,1,2,21799,0
58,3,8,2,3,1,4,1,0,4,2,17705,0
35,1,29,2,5,1,3,1,0,1,2,17705,0
47,1,10,2,4,0,4,2,1,4,1,25333,0
40,1,,3,3,0,5,1,0,1,1,,0
54,1,13,3,3,1,3,2,0,3,2,21854,0
31,3,13,1,3,0,5,1,0,1,1,24637,0
,1,6,2,3,0,5,2,0,1,1,18591,0
38,3,8,2,5,3,3,1,1,3,3,20405,0
26,3,,2,3,0,3,1,0,1,1,19684,0
58,1,21,2,3,1,3,1,1,1,2,30787,0
18,1,20,2,3,0,3,2,0,5,1,16514,0
31,2,24,3,1,1,5,3,0,1,2,17956,1
29,2,19,1,4,4,5,1,1,5,0,17335,1
45,3,8,3,3,1,3,1,0,1,2,20154,0
36,1,8,3,3,0,4,1,1,4,1,21962,0
43,3,8,3,3,2,3,1,0,3,4,20675,0
27,1,11,2,3,2,3,1,1,1,4,17379,0
,1,26,2,3,0,3,2,0,3,1,,0
32,3,,2,3,3,3,1,0,3,3,19648,0
42,1,16,2,3,0,3,1,0,4,1,17936,0
47,1,15,2,3,1,3,1,0,3,2,17105,0
46,1,8,1,3,0,3,1,0,1,1,23578,0
28,2,6,3,3,0,3,1,0,4,1,17706,0
29,1,35,3,5,0,3,2,0,5,1,21384,0
,1,14,2,3,0,3,2,0,1,1,,0
32,3,8,1,4,1,4,1,1,1,2,24907,1
46,3,9,2,1,1,5,1,0,3,2,28225,0
,3,29,2,4,3,3,1,0,1,3,18540,0
29,2,12,2,4,0,4,2,0,3,1,17804,0
43,1,12,3,4,1,3,1,0,3,2,34392,0
48,1,16,2,4,1,4,1,0,3,2,34665,0
29,1,30,2,4,1,3,1,1,3,2,17439,1
46,3,16,2,3,1,4,2,0,1,2,22314,1
27,1,,2,4,4,5,1,0,4,0,19774,0
,1,25,2,3,0,3,1,0,5,1,,0
55,1,8,3,4,1,3,3,0,5,2,17662,0
28,3,9,3,3,4,4,1,0,1,0,17856,0
30,3,15,2,3,1,3,1,0,5,2,16081,1
22,1,13,1,3,0,4,1,1,3,1,17472,1
36,3,16,2,4,0,3,2,1,1,1,20673,0
,1,26,3,3,1,3,1,0,5,2,,0
34,3,10,3,3,3,3,1,1,4,3,24713,0
29,1,13,3,3,1,5,1,0,4,2,17062,0
37,1,,3,3,1,5,1,1,3,2,,0
35,1,,3,4,0,4,1,1,1,1,19788,0
45,1,31,2,4,0,3,1,0,4,1,20906,0
,2,8,3,4,1,3,2,0,3,2,,0
40,1,6,3,3,1,5,2,0,3,2,31823,0
26,1,6,2,4,1,3,1,1,4,2,17933,0
27,3,8,1,1,0,3,2,0,1,1,21500,0
48,1,28,2,3,1,3,1,0,5,2,32174,0
44,1,6,1,,0,5,1,0,3,1,20033,0
34,1,22,2,5,1,5,1,1,3,2,17307,1
56,1,30,3,3,1,3,3,0,3,2,17587,1
36,3,23,1,4,1,4,1,0,4,2,20507,0
41,3,,3,3,1,4,1,0,3,2,,0
42,1,12,3,3,1,5,1,0,3,2,28348,0
31,3,16,3,3,1,3,1,1,1,2,21583,0
34,3,9,2,4,4,3,1,1,3,0,23103,0
,1,10,2,1,0,3,2,0,5,1,,0
26,1,12,2,1,0,3,1,0,4,1,17544,0
45,1,6,2,3,2,3,1,0,1,4,20399,0
33,3,16,3,3,1,3,1,0,1,2,20487,0
28,3,6,2,4,0,3,1,1,1,1,21834,0
29,3,30,3,1,1,5,1,0,3,2,16091,1
39,3,27,3,5,0,3,2,0,5,1,20736,0
27,1,8,3,3,0,4,1,0,4,1,17226,0
34,1,28,2,4,0,3,1,1,1,1,20747,0
28,3,19,3,3,3,3,3,1,5,3,24854,1
47,1,20,3,3,3,4,1,0,3,3,20467,0
56,3,17,3,4,0,5,2,0,5,1,20380,0
39,1,15,2,3,1,5,1,0,4,2,20151,0
38,1,14,3,4,1,4,1,1,1,2,17133,0
58,3,27,2,3,1,3,1,1,5,2,32875,0
32,1,11,1,1,0,3,1,1,1,1,17432,1
38,1,,2,3,0,3,2,0,1,1,19771,0
49,1,8,2,3,1,3,1,0,3,2,34161,0
42,3,18,3,3,1,3,2,1,1,2,20087,0
27,2,28,2,4,1,4,3,0,1,2,17863,1
35,3,24,3,3,1,5,1,0,3,2,17144,0
28,1,22,2,3,3,3,3,0,3,3,17144,0
31,1,9,2,3,1,5,1,1,1,2,18065,0
36,1,15,2,1,1,4,1,0,5,2,17810,0
34,3,6,2,3,3,3,1,0,5,3,24888,0
34,3,19,2,3,0,3,1,0,1,1,23628,0
26,1,6,2,3,2,5,1,0,5,4,17867,0
29,1,6,3,3,0,5,1,0,3,1,20373,0
32,1,21,3,3,4,3,3,0,3,0,21667,0
31,1,6,2,,1,5,2,0,1,2,20003,0
28,1,23,3,4,3,3,1,0,3,3,17367,1
38,3,6,3,4,1,5,2,0,3,2,17858,0
35,3,13,2,3,1,3,2,1,4,2,20204,0
,3,15,2,3,0,3,2,0,1,1,,0
32,1,11,1,4,1,3,1,0,1,2,24679,0
31,3,32,3,3,1,3,1,1,3,2,20617,1
53,3,30,2,3,0,5,1,1,3,1,25448,1
54,1,15,3,3,0,3,1,0,5,1,17897,0
33,1,13,2,3,0,3,1,0,5,1,20968,0
43,1,17,3,3,3,3,3,0,1,3,22510,0
38,2,6,3,3,0,4,1,1,1,1,17991,0
55,2,32,2,1,1,4,1,1,5,2,34636,0
31,1,8,2,5,0,3,1,1,5,1,16129,0
39,3,21,2,3,1,5,1,0,1,2,28341,0
42,1,,2,4,1,3,1,0,3,2,,0
31,1,16,2,3,0,3,1,0,1,1,26031,0
54,1,,3,3,3,5,1,1,1,3,,0
24,1,,3,4,0,3,1,0,3,1,19617,0
23,1,18,2,3,0,3,2,0,5,1,17647,0
40,1,17,3,3,1,3,2,0,3,2,21323,0
40,3,8,3,3,1,4,1,0,3,2,20677,0
25,2,8,2,3,0,4,2,0,4,1,17187,0
,1,6,2,3,0,4,1,0,5,1,,0
,1,8,3,3,0,3,1,1,5,1,,0
47,1,31,2,3,1,3,2,0,3,2,23633,0
33,1,6,3,4,3,3,1,0,3,3,17008,0
38,3,,3,3,3,4,1,0,4,3,,0
31,3,8,2,3,3,3,1,0,4,3,18067,0
38,1,12,2,4,1,3,1,0,4,2,20321,0
42,1,24,2,3,0,5,1,1,1,1,20410,0
41,1,6,3,3,0,3,2,0,1,1,17782,0
47,1,6,3,3,0,4,2,0,5,1,26957,0
35,1,17,2,3,2,3,2,1,5,4,17660,0
,1,6,3,3,0,3,1,0,3,1,18375,0
35,1,15,3,3,3,3,1,0,4,3,20098,0
33,1,,2,3,1,3,1,1,1,2,19878,0
32,1,35,2,4,1,4,1,0,3,2,17837,0
40,1,6,3,3,0,3,1,0,1,1,17406,0
32,3,6,2,4,2,4,1,0,1,4,17269,0
,1,30,1,3,0,3,1,0,4,1,,0
38,1,16,2,5,4,3,1,0,1,0,28206,0
32,3,6,3,3,1,3,1,0,5,2,25422,0
37,1,16,3,1,1,3,1,1,1,2,28744,0
25,3,14,2,3,1,3,1,1,1,2,19907,0
,3,126,1,3,0,3,2,0,1,1,18482,0
44,1,6,2,3,3,3,3,1,4,3,17436,0
21,3,11,2,3,1,5,1,1,1,2,17380,0
39,1,15,2,3,1,3,1,0,4,2,34431,0
23,3,15,3,3,1,5,1,0,5,2,16790,1
36,3,9,2,4,1,3,2,0,3,2,22644,0
36,1,10,2,3,0,4,2,0,3,1,20131,0
56,1,6,2,3,1,3,1,0,3,2,21306,0
29,1,,3,3,0,3,1,1,3,1,19787,1
42,1,8,2,3,0,3,1,0,3,1,33880,0
56,1,13,2,3,1,3,1,0,4,2,17339,1
41,1,34,3,4,0,4,2,0,5,1,28570,0
34,3,34,3,4,3,3,1,0,5,3,21712,0
36,3,21,3,5,4,3,1,0,1,0,20406,0
41,3,9,3,4,1,4,3,0,3,2,23938,0
32,1,8,2,3,0,5,2,0,1,1,17439,0
35,2,32,3,3,1,3,1,1,1,2,23837,0
38,3,16,3,3,3,3,1,0,4,3,20343,0
50,3,6,2,3,1,3,1,0,3,2,21728,1
36,3,17,3,4,1,3,1,0,1,2,21652,0
45,3,,2,3,1,3,2,0,1,2,19850,0
40,1,8,2,4,1,3,1,0,5,2,17809,0
35,1,24,2,3,0,3,2,1,3,1,20689,0
40,1,8,2,3,0,3,1,0,1,1,17001,0
35,1,6,3,5,0,3,1,0,3,1,17977,0
,1,19,2,4,0,4,2,1,4,1,,0
,1,34,3,4,0,5,1,0,1,1,,0
50,3,34,2,4,0,5,1,1,5,1,25854,1
39,3,30,2,4,3,3,3,0,1,3,27031,0
31,1,11,3,3,1,5,1,0,1,2,24936,0
26,3,11,3,4,0,3,1,0,1,1,17966,0
36,1,29,2,1,1,3,2,0,3,2,17571,0
39,1,12,2,4,0,5,1,0,4,1,24991,0
27,1,10,3,1,0,4,1,1,4,1,21142,0
49,3,8,2,4,0,4,2,0,3,1,20390,0
34,1,,2,1,3,3,1,0,3,3,,0
41,3,6,2,3,0,3,1,1,4,1,20993,1
49,1,14,3,4,0,4,1,0,1,1,20130,0
37,1,8,2,4,4,3,1,1,3,0,17090,1
33,1,9,2,3,0,3,2,1,1,1,17909,0
,1,8,2,3,1,4,1,0,5,2,18468,0
32,1,8,2,3,0,3,2,0,3,1,18068,0
59,1,9,2,1,3,5,3,1,1,3,17670,0
30,1,30,2,3,0,3,2,0,3,1,17693,0
38,1,29,3,4,0,3,2,0,3,1,24526,0
36,1,33,2,3,2,3,1,0,3,4,20237,0
35,1,22,2,1,0,4,2,0,4,1,17426,0
,1,21,3,4,1,3,1,1,1,2,,0
31,1,32,3,3,3,3,1,0,3,3,17911,0
34,1,25,3,3,2,3,2,0,3,4,17661,0
28,1,30,3,4,0,3,2,1,1,1,17028,1
29,1,27,2,1,1,5,1,0,5,2,24980,0
32,1,11,3,1,0,4,2,1,1,1,18298,0
22,1,22,1,1,1,3,1,1,3,2,17935,0
53,3,8,3,4,0,3,1,0,3,1,30427,0
,1,8,3,3,0,3,1,1,1,1,,0
,1,17,3,1,0,3,1,0,5,1,,0
,3,15,3,4,0,5,1,0,1,1,18407,1
34,1,13,2,3,0,4,1,0,5,1,26994,0
21,1,21,2,3,1,3,1,0,5,2,16232,0
34,1,12,2,3,0,5,1,0,4,1,17960,1
53,1,11,2,3,0,3,1,0,4,1,34094,0
,1,22,2,5,0,5,2,1,4,1,,1
42,3,14,2,3,3,4,3,0,3,3,21825,0
44,1,13,3,4,1,3,2,0,4,2,25248,0
46,3,8,1,3,2,5,1,0,1,4,33947,0
33,1,8,3,3,1,3,2,0,3,2,17496,0
44,1,16,2,3,0,3,1,1,3,1,21465,0
30,1,15,3,4,1,3,2,0,4,2,17206,0
39,3,11,2,3,0,3,1,0,1,1,17086,1
24,1,6,2,3,3,3,2,1,3,3,17293,1
43,1,8,1,1,0,3,2,0,1,1,17645,0
50,3,9,3,4,1,3,1,1,4,2,17683,1
35,3,8,3,3,3,3,1,0,1,3,17014,0
,1,11,3,4,1,5,1,1,1,2,18419,0
33,3,6,2,1,3,5,3,0,3,3,20376,0
35,1,10,2,3,3,3,1,0,4,3,16951,0
27,1,8,3,3,0,5,1,0,3,1,17341,0
26,1,31,2,5,1,3,1,0,1,2,17293,1
27,3,14,2,3,1,3,1,0,1,2,23726,0
,1,6,3,3,1,3,1,0,3,2,,0
41,1,18,2,3,1,3,2,0,4,2,34545,1
34,3,,3,3,2,3,1,0,5,4,19568,0
37,1,25,2,3,3,4,3,0,4,3,18022,0
46,3,11,1,3,3,3,1,1,5,3,20772,0
35,1,14,3,1,4,3,1,0,5,0,17269,0
48,1,6,2,4,1,3,3,1,5,2,20381,1
,1,11,2,3,3,3,1,1,1,3,18441,1
44,3,6,3,3,0,5,1,1,1,1,20454,0
35,1,17,3,4,0,5,1,1,5,1,24884,0
,3,29,2,4,1,3,2,1,1,2,,0
33,1,6,2,3,0,3,1,1,1,1,28458,0
35,3,5,3,3,0,5,2,0,4,1,24069,0
,1,29,2,3,1,5,1,1,4,2,,0
31,1,13,2,3,0,3,1,0,3,1,20915,0
37,1,6,2,4,1,3,2,0,5,2,20993,0
32,1,6,3,3,1,3,2,1,4,2,21162,0
38,1,35,2,3,3,3,1,0,3,3,17406,0
50,1,13,3,4,3,3,2,1,4,3,33740,0
59,3,31,3,3,1,5,1,0,3,2,22637,0
36,1,14,2,3,1,3,1,0,4,2,25096,0
55,1,14,3,3,0,3,2,1,3,1,29756,0
36,1,17,2,4,3,4,1,0,4,3,21499,0
45,1,13,3,3,1,5,1,0,3,2,24724,0
35,1,6,3,3,1,5,1,0,1,2,17194,0
,1,15,2,4,3,3,3,1,1,3,18388,1
59,3,6,1,4,0,3,1,0,5,1,20473,0
29,1,8,2,3,0,4,1,0,4,1,17703,0
31,1,6,2,3,1,4,1,0,3,2,17501,0
32,1,6,3,3,3,4,3,0,3,3,21220,0
36,1,12,2,1,4,3,1,0,1,0,18038,0
31,1,,3,3,1,3,2,0,5,2,,0
35,3,,3,4,1,5,1,0,1,2,,0
45,1,12,3,3,3,5,1,1,3,3,28245,0
37,1,13,3,3,1,3,2,0,1,2,28664,0
46,2,11,1,,3,4,1,1,5,3,20021,0
30,1,6,2,4,1,3,1,1,1,2,20126,0
35,1,6,3,4,1,3,1,0,4,2,17859,0
55,3,6,3,3,4,3,2,0,1,0,25239,0
38,1,12,3,5,1,3,1,1,1,2,20329,0
34,1,,2,3,0,4,1,0,5,1,,0
56,1,13,2,5,0,3,2,0,1,1,22260,0
23,3,8,2,3,0,5,2,0,3,1,17322,0
51,1,15,2,3,1,3,2,0,3,2,17075,0
,1,8,2,4,1,3,1,0,4,2,,0
46,3,15,2,4,2,3,1,0,5,4,24619,1
40,1,6,2,4,2,4,1,0,1,4,28503,0
51,3,27,3,3,1,3,2,1,5,2,20441,0
30,3,10,3,4,0,4,1,1,3,1,20209,0
46,1,6,3,4,0,5,2,1,1,1,25673,0
