 Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
2806,41,Self Enquiry,1,17,Salaried,Female,3,3,Basic,3,Divorced,5,1,3,0,2,Executive,20891,0
2807,22,Company Invited,3,16,Small Business,Male,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21288,0
2808,34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,2,1,1,Executive,21529,1
2809,38,Self Enquiry,1,17,Small Business,Female,4,4,Basic,5,Divorced,8,0,2,1,2,Executive,22130,0
2810,47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,23936,0
2811,42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033,1
2812,51,Self Enquiry,1,17,Large Business,Male,4,5,Standard,3,Single,8,0,5,0,3,Senior Manager,29174,0
2813,41,Self Enquiry,3,29,Small Business,Male,4,5,Deluxe,3,Divorced,4,1,3,1,2,Manager,25058,1
2814,32,Self Enquiry,1,16,Salaried,Male,3,5,Basic,4,Unmarried,2,1,3,1,1,Executive,21335,0
2815,22,Self Enquiry,3,19,Salaried,Female,3,3,Basic,4,Unmarried,3,0,5,0,2,Executive,21394,1
2816,30,Self Enquiry,1,30,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,20879,0
2817,36,Self Enquiry,1,16,Salaried,Male,4,5,Deluxe,4,Unmarried,2,0,2,1,3,Manager,25218,0
2818,28,Self Enquiry,1,7,Small Business,Male,3,4,Basic,4,Married,3,0,3,0,1,Executive,22494,0
2819,29,Self Enquiry,3,16,Salaried,Male,4,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23931,0
2820,50,Self Enquiry,1,14,Salaried,Male,3,5,Standard,3,Single,2,0,2,1,2,Senior Manager,29643,0
2821,52,Self Enquiry,3,21,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,3,0,2,Manager,23614,0
2822,37,Self Enquiry,1,9,Salaried,Female,4,4,Basic,3,Divorced,6,0,5,1,1,Executive,21221,0
2823,35,Company Invited,3,26,Small Business,Male,4,3,Deluxe,3,Unmarried,2,1,2,1,3,Manager,23982,1
2824,56,Self Enquiry,1,9,Salaried,Female,4,4,Super Deluxe,3,Single,4,1,5,0,,AVP,35337,0
2825,25,Self Enquiry,3,17,Small Business,Female,4,4,Deluxe,3,Married,3,1,2,0,3,Manager,22938,0
2826,31,Self Enquiry,3,9,Large Business,Male,4,4,Basic,4,Divorced,3,0,3,1,3,Executive,21154,0
2827,27,Company Invited,1,10,Large Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,3,Executive,21780,1
2828,23,Self Enquiry,1,18,Small Business,Female,3,4,Basic,4,Divorced,3,0,2,1,1,Executive,20922,0
2829,37,Self Enquiry,3,9,Small Business,Male,4,5,Standard,3,Divorced,3,0,2,1,1,Senior Manager,26274,0
2830,31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,20,1,4,1,2,Executive,20963,1
2831,38,Self Enquiry,1,21,Salaried,Female,4,4,Basic,5,Married,3,0,4,1,1,Executive,21712,0
2832,41,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,4,Married,2,0,2,0,2,Manager,24393,0
2833,43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,1,2,Executive,21254,0
2834,38,Self Enquiry,1,17,Salaried,Male,3,4,Deluxe,4,Unmarried,4,1,5,0,2,Manager,22875,0
2835,44,Self Enquiry,1,19,Salaried,Male,3,5,Super Deluxe,4,Married,3,0,3,0,2,AVP,33014,0
2836,41,Self Enquiry,1,9,Small Business,Female,4,5,Deluxe,3,Divorced,8,0,5,1,1,Manager,22126,0
2837,55,Self Enquiry,1,12,Small Business,Male,3,4,King,5,Divorced,,0,4,1,1,VP,38084,0
2838,35,Company Invited,3,11,Small Business,Female,4,4,Deluxe,3,Divorced,2,0,2,1,1,Manager,25216,0
2839,32,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,5,Divorced,3,0,2,1,1,Manager,22984,0
2840,44,Company Invited,1,28,Small Business,Male,4,4,Basic,3,Divorced,2,0,4,0,3,Executive,20936,0
2841,44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,2,0,1,Manager,23200,0
2842,26,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Unmarried,3,1,2,0,2,Manager,23165,0
2843,38,Company Invited,1,32,Small Business,Female,4,4,Deluxe,3,Divorced,5,1,3,1,2,Manager,23127,0
2844,32,Self Enquiry,1,7,Salaried,Male,4,5,Basic,5,Divorced,3,0,4,0,1,Executive,20896,0
2845,40,Company Invited,1,7,Salaried,Male,3,4,King,3,Married,,1,3,0,2,VP,37875,0
2846,57,Company Invited,3,13,Salaried,Female,3,3,Super Deluxe,5,Divorced,2,0,3,1,1,AVP,31890,0
2847,31,Self Enquiry,3,19,Large Business,Fe Male,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,25255,0
2848,42,Self Enquiry,3,7,Small Business,Male,3,3,Standard,5,Divorced,3,0,3,1,2,Senior Manager,27070,0
2849,29,Self Enquiry,1,24,Small Business,Male,4,4,Deluxe,5,Married,3,0,2,0,1,Manager,23236,0
2850,26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Divorced,7,0,5,1,2,Executive,22709,1
2851,53,Self Enquiry,1,10,Small Business,Male,3,5,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26647,0
2852,46,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Divorced,5,0,5,1,1,Executive,21332,0
2853,53,Self Enquiry,1,11,Salaried,Female,2,4,Super Deluxe,3,Divorced,4,0,5,1,,AVP,35233,0
2854,43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,3,Manager,23234,0
2855,31,Self Enquiry,1,9,Salaried,Fe Male,3,6,Deluxe,3,Unmarried,4,0,2,0,2,Manager,24769,0
2856,61,Self Enquiry,1,14,Salaried,Female,3,4,King,5,Divorced,7,0,5,0,1,VP,38244,0
2857,47,Self Enquiry,1,25,Small Business,Female,3,4,Deluxe,3,Married,4,0,5,0,1,Manager,23488,0
2858,43,Company Invited,1,35,Large Business,Female,3,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23201,0
2859,25,Self Enquiry,3,7,Large Business,Female,4,4,Basic,4,Unmarried,3,1,4,1,3,Executive,21880,1
2860,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,1,2,Executive,21029,1
2861,39,Company Invited,1,9,Salaried,Male,3,4,Basic,3,Divorced,3,1,5,1,2,Executive,20380,0
2862,41,Self Enquiry,3,9,Salaried,Female,4,4,King,3,Divorced,,0,3,0,1,VP,36719,0
2863,27,Self Enquiry,1,30,Salaried,Female,3,4,Basic,3,Married,3,0,3,1,2,Executive,21564,0
2864,31,Company Invited,1,10,Salaried,Male,3,4,Basic,3,Divorced,6,0,3,0,2,Executive,20775,0
2865,30,Self Enquiry,1,10,Small Business,Male,4,5,Standard,3,Divorced,3,0,2,1,3,Senior Manager,30613,0
2866,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Divorced,7,0,3,0,3,Executive,21224,1
2867,20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,1,2,Executive,21242,1
2868,31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Divorced,2,0,2,1,1,Senior Manager,27090,0
2869,58,Self Enquiry,3,36,Small Business,Male,3,5,Super Deluxe,3,Married,5,0,3,0,1,AVP,32796,0
2870,51,Self Enquiry,1,36,Salaried,Male,3,5,Super Deluxe,3,Divorced,,0,5,1,2,AVP,35724,0
2871,31,Company Invited,1,9,Small Business,Female,3,4,Basic,3,Single,2,0,4,1,1,Executive,21242,0
2872,61,Company Invited,3,35,Small Business,Female,4,5,Standard,5,Divorced,6,0,2,1,1,Senior Manager,28944,0
2873,48,Self Enquiry,1,9,Small Business,Female,4,4,Deluxe,3,Married,7,0,2,0,2,Manager,23748,0
2874,47,Self Enquiry,1,9,Salaried,Male,3,4,Super Deluxe,3,Divorced,,0,5,0,1,AVP,36539,0
2875,36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Unmarried,2,0,4,1,1,Executive,22908,0
2876,55,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,22458,0
2877,35,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Married,5,0,5,1,1,Executive,21446,0
2878,47,Self Enquiry,3,17,Small Business,Female,4,5,Standard,3,Divorced,4,1,2,1,2,Senior Manager,27749,0
2879,32,Self Enquiry,1,16,Salaried,Male,3,4,Standard,4,Married,3,0,3,1,2,Senior Manager,29326,0
2880,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Divorced,2,1,5,0,1,Senior Manager,32288,1
2881,34,Self Enquiry,1,17,Small Business,Male,3,6,Basic,3,Married,2,0,5,0,1,Executive,22086,1
2882,31,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,2,0,2,1,1,Executive,21661,0
2883,36,Self Enquiry,1,23,Salaried,Male,4,4,Standard,3,Divorced,6,1,2,0,2,Senior Manager,26310,0
2884,32,Company Invited,1,27,Salaried,Male,4,4,Standard,3,Divorced,5,0,3,1,1,Senior Manager,28502,1
2885,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628,1
2886,43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Divorced,6,0,3,1,1,Executive,20771,0
2887,37,Company Invited,3,17,Small Business,Male,3,4,Standard,3,Single,3,0,2,1,2,Senior Manager,28658,0
2888,23,Company Invited,1,11,Large Business,Male,3,5,Basic,3,Unmarried,7,0,5,1,1,Executive,22572,1
2889,49,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,22729,0
2890,56,Self Enquiry,3,25,Salaried,Female,3,4,Super Deluxe,4,Single,5,0,2,0,,AVP,35513,0
2891,42,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,2,0,2,Manager,24908,0
2892,36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,1,1,Manager,23395,0
2893,41,Self Enquiry,1,13,Salaried,Female,4,4,Super Deluxe,3,Single,2,0,5,1,3,AVP,31915,0
2894,40,Company Invited,1,15,Salaried,Female,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,22433,0
2895,32,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,25260,0
2896,43,Self Enquiry,1,31,Small Business,Male,3,4,Standard,5,Divorced,3,1,2,1,2,Senior Manager,26084,0
2897,46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Divorced,2,0,5,1,1,Manager,23483,0
2898,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419,1
2899,30,Self Enquiry,1,26,Large Business,Male,3,4,Deluxe,3,Married,6,0,5,0,1,Manager,22940,0
2900,34,Self Enquiry,1,7,Small Business,Female,4,3,Super Deluxe,3,Married,6,0,2,0,,AVP,34862,0
2901,32,Self Enquiry,3,14,Salaried,Male,3,5,Standard,3,Married,2,0,3,1,1,Senior Manager,30235,0
2902,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,3,Executive,20556,1
2903,41,Company Invited,3,35,Salaried,Male,3,6,Standard,5,Married,5,0,5,1,1,Senior Manager,29610,0
2904,42,Company Invited,1,9,Salaried,Fe Male,4,5,Deluxe,3,Unmarried,4,1,2,0,1,Manager,25489,0
2905,27,Self Enquiry,3,36,Small Business,Male,3,4,Deluxe,3,Married,7,0,5,1,1,Manager,22984,0
2906,36,Self Enquiry,3,7,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,3,0,4,0,3,Manager,23537,0
2907,35,Self Enquiry,3,28,Salaried,Male,4,3,Deluxe,3,Unmarried,3,0,3,1,1,Manager,24015,0
2908,27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,1,3,Executive,21018,1
2909,38,Self Enquiry,1,7,Large Business,Fe Male,3,4,Standard,3,Unmarried,6,0,5,1,2,Senior Manager,26169,0
2910,47,Company Invited,1,25,Small Business,Female,3,4,Standard,3,Divorced,7,0,3,1,1,Senior Manager,29205,0
2911,42,Self Enquiry,3,9,Salaried,Female,4,4,Super Deluxe,5,Divorced,2,0,5,1,,AVP,35273,0
2912,38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,2,1,1,Senior Manager,27512,0
2913,53,Self Enquiry,1,13,Large Business,Male,4,4,Deluxe,5,Married,5,1,4,1,3,Manager,24255,0
2914,33,Company Invited,3,18,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,2,Manager,23385,1
2915,25,Company Invited,3,31,Small Business,Male,3,4,Basic,3,Divorced,2,0,4,0,2,Executive,21078,0
2916,39,Self Enquiry,1,17,Small Business,Female,4,4,Deluxe,3,Divorced,5,0,3,1,3,Manager,28502,0
2917,38,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,4,Divorced,8,0,2,1,2,Manager,25125,0
2918,50,Self Enquiry,1,25,Salaried,Male,3,5,King,3,Married,,1,3,0,2,VP,38180,0
2919,25,Self Enquiry,1,30,Small Business,Male,3,3,Basic,3,Divorced,3,1,4,0,2,Executive,21403,0
2920,27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Divorced,3,0,3,1,1,Manager,24950,0
2921,25,Self Enquiry,1,24,Salaried,Male,4,5,Basic,4,Divorced,3,0,3,1,2,Executive,20805,0
2922,51,Company Invited,2,10,Small Business,Male,3,4,King,4,Divorced,,0,2,1,1,VP,36878,0
2923,26,Self Enquiry,3,20,Small Business,Male,3,4,Basic,3,Divorced,3,0,3,1,1,Executive,20774,0
2924,25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Divorced,3,1,4,0,1,Executive,21564,1
2925,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Divorced,3,0,5,1,1,Executive,20711,1
2926,35,Self Enquiry,1,7,Salaried,Male,3,5,Basic,3,Divorced,3,1,2,0,1,Executive,22300,0
2927,32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,2,0,1,Manager,22911,1
2928,36,Self Enquiry,1,32,Salaried,Male,3,5,Deluxe,3,Unmarried,6,0,2,0,2,Manager,22359,0
2929,32,Self Enquiry,3,13,Small Business,Male,4,3,Deluxe,3,Married,6,0,5,1,3,Manager,24138,0
2930,28,Self Enquiry,1,13,Small Business,Female,4,5,Basic,3,Married,2,0,2,1,2,Executive,20865,0
2931,38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Divorced,6,1,3,0,2,Manager,28280,0
2932,21,Self Enquiry,1,7,Salaried,Female,3,5,Basic,4,Unmarried,3,0,4,1,1,Executive,21514,0
2933,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22767,0
2934,44,Self Enquiry,1,13,Salaried,Male,3,5,Super Deluxe,3,Married,6,1,3,1,,AVP,35305,0
2935,39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Unmarried,5,0,2,1,2,Executive,21297,0
2936,44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,1,Manager,24357,0
2937,49,Self Enquiry,1,7,Salaried,Female,3,5,Super Deluxe,5,Divorced,2,0,4,0,2,AVP,34080,0
2938,45,Self Enquiry,2,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,6,0,5,1,2,Manager,24663,0
2939,35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,2,Executive,21257,0
2940,28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,0,2,Executive,21719,1
2941,22,Self Enquiry,3,29,Large Business,Male,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,22125,0
2942,45,Self Enquiry,1,10,Salaried,Male,3,4,King,3,Divorced,,1,2,1,1,VP,38191,0
2943,23,Self Enquiry,1,13,Small Business,Male,4,4,Basic,3,Divorced,2,0,2,1,1,Executive,21451,0
2944,34,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,3,Married,2,0,2,1,2,Manager,25782,0
2945,33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Divorced,3,1,5,1,3,Manager,25000,0
2946,31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761,0
2947,54,Self Enquiry,3,7,Small Business,Fe Male,3,4,Deluxe,5,Unmarried,2,0,2,1,2,Manager,27059,0
2948,35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Divorced,3,0,3,1,1,Executive,21369,0
2949,46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Divorced,4,0,2,0,1,Manager,22964,1
2950,27,Self Enquiry,1,13,Salaried,Female,4,4,Basic,3,Divorced,3,1,2,0,1,Executive,21337,0
2951,38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Divorced,3,0,2,1,1,Senior Manager,28112,0
2952,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,2,0,1,Manager,24239,0
2953,36,Self Enquiry,1,13,Salaried,Male,3,6,Deluxe,3,Unmarried,3,0,5,1,1,Manager,25324,0
2954,34,Company Invited,1,13,Salaried,Male,2,4,Deluxe,3,Married,5,0,5,1,1,Manager,26403,0
2955,55,Self Enquiry,2,26,Small Business,Male,3,4,Standard,4,Divorced,4,0,3,1,1,Senior Manager,29403,0
2956,37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,1,1,Manager,27525,0
2957,28,Self Enquiry,1,10,Small Business,Male,3,5,Basic,3,Single,2,0,2,0,1,Executive,20723,0
2958,21,Self Enquiry,1,,Small Business,Male,3,4,Basic,3,Single,3,1,5,0,1,Executive,19687,1
2959,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,3,Executive,22026,1
2960,36,Company Invited,1,10,Salaried,Male,3,,Basic,3,Divorced,3,0,2,1,2,Executive,19959,0
2961,24,Self Enquiry,1,11,Small Business,Male,3,3,Basic,5,Divorced,4,0,4,0,2,Executive,21497,0
2962,26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529,0
2963,39,Self Enquiry,3,14,Small Business,Female,3,5,Deluxe,3,Unmarried,2,0,2,1,2,Manager,22706,0
2964,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398,0
2965,49,Self Enquiry,3,9,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,1,Manager,26798,0
2966,28,Company Invited,3,10,Small Business,Female,4,3,Deluxe,3,Married,3,1,2,1,3,Manager,23325,0
2967,38,Self Enquiry,1,17,Salaried,Male,4,3,Basic,3,Unmarried,5,0,4,1,2,Executive,23358,0
2968,51,Self Enquiry,1,35,Small Business,Male,4,3,Basic,3,Divorced,3,1,2,1,3,Executive,21899,0
2969,35,Self Enquiry,1,16,Small Business,Fe Male,3,5,Standard,4,Unmarried,3,0,2,1,2,Senior Manager,27299,0
2970,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,23255,1
2971,40,Self Enquiry,1,9,Large Business,Female,4,5,Deluxe,3,Unmarried,3,0,2,1,1,Manager,23231,0
2972,33,Self Enquiry,3,17,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,4,0,2,Manager,24074,0
2973,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,5,1,1,Manager,25474,1
2974,39,Self Enquiry,1,7,Salaried,Fe Male,3,3,Deluxe,3,Unmarried,2,0,2,1,2,Manager,26303,0
2975,28,Self Enquiry,1,7,Salaried,Female,4,4,Standard,5,Divorced,3,0,4,1,3,Senior Manager,26090,0
2976,33,Self Enquiry,1,10,Salaried,Female,3,4,Standard,3,Single,5,0,2,1,2,Senior Manager,29837,0
2977,48,Self Enquiry,3,21,Small Business,Male,3,4,Deluxe,5,Unmarried,4,0,2,0,2,Manager,23638,0
2978,41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Divorced,7,1,5,0,2,Senior Manager,29153,0
2979,54,Self Enquiry,1,14,Salaried,Male,3,3,Super Deluxe,3,Divorced,5,0,2,0,1,AVP,33492,0
2980,42,Self Enquiry,2,17,Salaried,Male,4,5,King,3,Married,,0,2,1,1,VP,37819,0
2981,61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,1,Manager,24083,0
2982,28,Company Invited,1,17,Salaried,Male,3,4,Standard,5,Married,3,0,3,1,1,Senior Manager,27471,0
2983,42,Self Enquiry,2,7,Salaried,Male,3,5,King,3,Divorced,,0,2,1,2,VP,37867,0
2984,51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,2,0,2,1,1,Executive,22553,0
2985,29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894,1
2986,37,Company Invited,1,15,Salaried,Female,4,3,Standard,5,Divorced,2,0,3,0,1,Senior Manager,30391,0
2987,39,Self Enquiry,1,7,Salaried,Fe Male,3,4,Standard,3,Unmarried,6,1,2,0,2,Senior Manager,26539,0
2988,45,Company Invited,1,31,Small Business,Male,3,6,Basic,3,Unmarried,4,0,3,0,2,Executive,22386,0
2989,48,Company Invited,3,10,Small Business,Female,3,4,Super Deluxe,3,Married,2,1,5,1,2,AVP,32448,0
2990,31,Self Enquiry,3,34,Small Business,Male,3,4,Deluxe,3,Married,2,0,3,1,1,Manager,23982,0
2991,30,Self Enquiry,3,17,Salaried,Male,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21320,0
2992,43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437,1
2993,44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,0,2,Manager,25482,0
2994,35,Self Enquiry,1,15,Small Business,Fe Male,4,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,24820,0
2995,24,Self Enquiry,1,16,Small Business,Male,3,4,Basic,5,Divorced,3,0,3,0,2,Executive,21178,0
2996,40,Self Enquiry,2,10,Salaried,Female,3,3,Deluxe,4,Divorced,2,0,2,1,1,Manager,25067,0
2997,57,Self Enquiry,1,16,Small Business,Male,3,4,Super Deluxe,3,Divorced,2,0,4,0,1,AVP,29781,0
2998,41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,1,2,Executive,21020,0
2999,28,Self Enquiry,1,14,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,2,0,3,1,1,Manager,25489,0
3000,30,Self Enquiry,3,17,Small Business,Male,3,4,Basic,4,Married,3,0,2,0,2,Executive,20975,0
3001,54,Self Enquiry,1,13,Salaried,Male,3,4,Deluxe,3,Single,4,0,5,1,1,Manager,21128,0
3002,36,Company Invited,1,9,Salaried,Female,4,4,Deluxe,5,Married,4,0,4,0,1,Manager,23771,0
3003,33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23987,0
3004,39,Self Enquiry,1,9,Small Business,Male,4,4,Basic,3,Divorced,8,1,4,0,1,Executive,21735,0
3005,35,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,5,Married,5,0,5,1,1,Manager,23799,0
3006,53,Self Enquiry,3,10,Small Business,Male,3,5,Super Deluxe,5,Divorced,3,0,5,1,,AVP,35534,0
3007,34,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364,1
3008,26,Self Enquiry,3,33,Small Business,Fe Male,3,4,Deluxe,3,Unmarried,3,0,4,0,1,Manager,24858,0
3009,46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Unmarried,2,0,5,0,1,Manager,25310,0
3010,24,Self Enquiry,1,17,Small Business,Male,4,3,Basic,3,Unmarried,3,0,2,1,2,Executive,22183,0
3011,48,Company Invited,3,34,Salaried,Fe Male,4,2,Deluxe,3,Unmarried,6,1,4,1,3,Manager,25075,1
3012,35,Self Enquiry,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,5,0,1,Manager,24952,0
3013,56,Self Enquiry,1,9,Small Business,Male,4,4,King,,Divorced,7,1,2,1,3,VP,38537,1
3014,37,Company Invited,3,15,Salaried,Male,4,5,Standard,5,Unmarried,3,0,2,0,3,Senior Manager,26265,0
3015,53,Company Invited,1,26,Small Business,Male,3,4,Basic,3,Divorced,2,0,3,1,1,Executive,22936,0
3016,27,Company Invited,1,7,Salaried,Female,4,6,Basic,3,Married,5,0,4,1,3,Executive,23042,0
3017,30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013,0
3018,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,1,2,Manager,24004,1
3019,35,Self Enquiry,1,7,Salaried,Female,4,2,Basic,3,Unmarried,4,0,2,0,1,Executive,21958,0
3020,55,Self Enquiry,1,26,Small Business,Female,4,4,Deluxe,5,Married,2,1,3,0,1,Manager,24163,0
3021,28,Company Invited,3,6,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,0,2,Manager,23020,0
3022,38,Self Enquiry,1,17,Salaried,Female,3,4,Basic,5,Married,2,1,3,1,2,Executive,21460,0
3023,39,Company Invited,1,9,Salaried,Fe Male,4,2,Deluxe,5,Unmarried,8,1,2,1,3,Manager,24658,0
3024,35,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Unmarried,3,0,2,1,2,Executive,23059,0
3025,36,Self Enquiry,3,15,Salaried,Female,4,4,Basic,3,Divorced,3,0,3,0,1,Executive,21250,0
3026,31,Self Enquiry,1,7,Salaried,Male,3,6,Basic,3,Divorced,5,0,4,1,1,Executive,22511,0
3027,41,Company Invited,1,9,Small Business,Female,3,2,Deluxe,4,Divorced,3,0,3,0,2,Manager,22922,0
3028,35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Divorced,7,0,2,1,1,Manager,25178,0
3029,43,Company Invited,1,15,Salaried,Male,4,4,King,3,Married,,0,5,0,2,VP,37108,0
3030,24,Self Enquiry,1,13,Salaried,Male,4,2,Basic,5,Divorced,3,1,3,1,3,Executive,20279,1
3031,25,Company Invited,1,16,Salaried,Male,3,5,Basic,4,Married,3,0,5,1,1,Executive,21372,0
3032,53,Self Enquiry,1,18,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,2,1,2,Manager,21827,0
3033,51,Self Enquiry,1,9,Small Business,Male,4,4,Super Deluxe,3,Divorced,,0,2,0,2,AVP,36317,0
3034,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Divorced,3,1,2,0,1,Executive,20997,1
3035,34,Self Enquiry,1,14,Small Business,Male,3,4,Standard,3,Divorced,2,0,4,0,1,Senior Manager,30369,0
3036,34,Self Enquiry,3,23,Small Business,Fe Male,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002,1
3037,48,Self Enquiry,1,9,Salaried,Female,3,4,Super Deluxe,3,Divorced,3,1,4,1,,AVP,35430,0
